"LG"	"frag"	"source"	"feature"	"start"	"end"	"dot1"	"strand"	"dot2"	"OR"	"Feature_title"	"LG_common_name"	"LG_start"	"LG_end"	"suffix"	"length"	"structure"	"converted_start"	"converted_end"	"converted_midpoint"	"relative.start"	"relative.end"	"OR_NAME"	"SPECIES"	"SP_CODE"	"NUMBER"	"SUFFIX"	"OR_GROUP"	"LAMPYRID"	"KNOWN_LIGAND"
"83"	"NW_022170511"	"248"	"Geneious"	"CDS"	138338	138511	"."	"-"	"."	"PpyrOR15"	"Exon A4B"	"LG4"	0	50607672	""	173	"A1,A2,A3,A4B,CD,E"	49738338	49738511	49738424.5	1835	2008	"PpyrOR15"	"Photinus pyralis"	"Ppyr"	15	""	"2B"	"yes"	"no"
"84"	"NW_022170511"	"248"	"Geneious"	"CDS"	139558	139869	"."	"-"	"."	"PpyrOR15"	"Exon A3"	"LG4"	0	50607672	""	311	"A1,A2,A3,A4B,CD,E"	49739558	49739869	49739713.5	477	788	"PpyrOR15"	"Photinus pyralis"	"Ppyr"	15	""	"2B"	"yes"	"no"
"85"	"NW_022170511"	"248"	"Geneious"	"exon"	139919	140052	"."	"-"	"."	"PpyrOR15"	"Exon A2"	"LG4"	0	50607672	""	133	"A1,A2,A3,A4B,CD,E"	49739919	49740052	49739985.5	294	427	"PpyrOR15"	"Photinus pyralis"	"Ppyr"	15	""	"2B"	"yes"	"no"
"86"	"NW_022170511"	"248"	"Geneious"	"exon"	140103	140346	"."	"-"	"."	"PpyrOR15"	"Exon A1"	"LG4"	0	50607672	""	243	"A1,A2,A3,A4B,CD,E"	49740103	49740346	49740224.5	0	243	"PpyrOR15"	"Photinus pyralis"	"Ppyr"	15	""	"2B"	"yes"	"no"
"87"	"NW_022170511"	"248"	"R"	"total"	137897	140346	"."	"-"	"."	"PpyrOR15"	"Total length"	"LG4"	0	50607672	""	2449	"A1,A2,A3,A4B,CD,E"	49737897	49740346	49739121.5	0	2449	"PpyrOR15"	"Photinus pyralis"	"Ppyr"	15	""	"2B"	"yes"	"no"
"88"	"NW_022170511"	"248"	"R"	"intron"	140102	140053	"."	"-"	"."	"PpyrOR15"	"Intron 1"	"LG4"	0	50607672	""	49	"A1,A2,A3,A4B,CD,E"	49740102	49740053	49740077.5	293	244	"PpyrOR15"	"Photinus pyralis"	"Ppyr"	15	""	"2B"	"yes"	"no"
"89"	"NW_022170511"	"248"	"R"	"intron"	139918	139870	"."	"-"	"."	"PpyrOR15"	"Intron 2"	"LG4"	0	50607672	""	48	"A1,A2,A3,A4B,CD,E"	49739918	49739870	49739894	476	428	"PpyrOR15"	"Photinus pyralis"	"Ppyr"	15	""	"2B"	"yes"	"no"
"90"	"NW_022170511"	"248"	"R"	"intron"	139557	138512	"."	"-"	"."	"PpyrOR15"	"Intron 3"	"LG4"	0	50607672	""	1045	"A1,A2,A3,A4B,CD,E"	49739557	49738512	49739034.5	1834	789	"PpyrOR15"	"Photinus pyralis"	"Ppyr"	15	""	"2B"	"yes"	"no"
"91"	"NW_022170511"	"248"	"R"	"intron"	138337	138283	"."	"-"	"."	"PpyrOR15"	"Intron 4"	"LG4"	0	50607672	""	54	"A1,A2,A3,A4B,CD,E"	49738337	49738283	49738310	2063	2009	"PpyrOR15"	"Photinus pyralis"	"Ppyr"	15	""	"2B"	"yes"	"no"
"92"	"NW_022170511"	"248"	"R"	"intron"	138021	137978	"."	"-"	"."	"PpyrOR15"	"Intron 5"	"LG4"	0	50607672	""	43	"A1,A2,A3,A4B,CD,E"	49738021	49737978	49737999.5	2368	2325	"PpyrOR15"	"Photinus pyralis"	"Ppyr"	15	""	"2B"	"yes"	"no"
"93"	"NW_022170596"	"28"	"Geneious"	"exon"	75542	75770	"."	"+"	"."	"PpyrOR16"	"Exon A1"	"LG5"	0	49173113	""	228	"A1,A2,A3,A4B,CD,E"	5675542	5675770	5675656	0	228	"PpyrOR16"	"Photinus pyralis"	"Ppyr"	16	""	"2B"	"yes"	"no"
"94"	"NW_022170596"	"28"	"Geneious"	"CDS"	75816	75970	"."	"+"	"."	"PpyrOR16"	"Exon A2"	"LG5"	0	49173113	""	154	"A1,A2,A3,A4B,CD,E"	5675816	5675970	5675893	274	428	"PpyrOR16"	"Photinus pyralis"	"Ppyr"	16	""	"2B"	"yes"	"no"
"95"	"NW_022170596"	"28"	"Geneious"	"CDS"	76026	76340	"."	"+"	"."	"PpyrOR16"	"Exon A3"	"LG5"	0	49173113	""	314	"A1,A2,A3,A4B,CD,E"	5676026	5676340	5676183	484	798	"PpyrOR16"	"Photinus pyralis"	"Ppyr"	16	""	"2B"	"yes"	"no"
"96"	"NW_022170596"	"28"	"Geneious"	"CDS"	83492	83707	"."	"+"	"."	"PpyrOR16"	"Exon A4B"	"LG5"	0	49173113	""	215	"A1,A2,A3,A4B,CD,E"	5683492	5683707	5683599.5	7950	8165	"PpyrOR16"	"Photinus pyralis"	"Ppyr"	16	""	"2B"	"yes"	"no"
"97"	"NW_022170596"	"28"	"Geneious"	"CDS"	83756	84016	"."	"+"	"."	"PpyrOR16"	"Exon CD"	"LG5"	0	49173113	""	260	"A1,A2,A3,A4B,CD,E"	5683756	5684016	5683886	8214	8474	"PpyrOR16"	"Photinus pyralis"	"Ppyr"	16	""	"2B"	"yes"	"no"
"98"	"NW_022170596"	"28"	"Geneious"	"CDS"	84070	84132	"."	"+"	"."	"PpyrOR16"	"Exon E"	"LG5"	0	49173113	""	62	"A1,A2,A3,A4B,CD,E"	5684070	5684132	5684101	8528	8590	"PpyrOR16"	"Photinus pyralis"	"Ppyr"	16	""	"2B"	"yes"	"no"
"99"	"NW_022170596"	"28"	"R"	"total"	75542	84132	"."	"+"	"."	"PpyrOR16"	"Total length"	"LG5"	0	49173113	""	8590	"A1,A2,A3,A4B,CD,E"	5675542	5684132	5679837	0	8590	"PpyrOR16"	"Photinus pyralis"	"Ppyr"	16	""	"2B"	"yes"	"no"
"100"	"NW_022170596"	"28"	"R"	"intron"	75771	75815	"."	"+"	"."	"PpyrOR16"	"Intron 1"	"LG5"	0	49173113	""	44	"A1,A2,A3,A4B,CD,E"	5675771	5675815	5675793	229	273	"PpyrOR16"	"Photinus pyralis"	"Ppyr"	16	""	"2B"	"yes"	"no"
"101"	"NW_022170596"	"28"	"R"	"intron"	75971	76025	"."	"+"	"."	"PpyrOR16"	"Intron 2"	"LG5"	0	49173113	""	54	"A1,A2,A3,A4B,CD,E"	5675971	5676025	5675998	429	483	"PpyrOR16"	"Photinus pyralis"	"Ppyr"	16	""	"2B"	"yes"	"no"
"102"	"NW_022170596"	"28"	"R"	"intron"	76341	83491	"."	"+"	"."	"PpyrOR16"	"Intron 3"	"LG5"	0	49173113	""	7150	"A1,A2,A3,A4B,CD,E"	5676341	5683491	5679916	799	7949	"PpyrOR16"	"Photinus pyralis"	"Ppyr"	16	""	"2B"	"yes"	"no"
"103"	"NW_022170596"	"28"	"R"	"intron"	83708	83755	"."	"+"	"."	"PpyrOR16"	"Intron 4"	"LG5"	0	49173113	""	47	"A1,A2,A3,A4B,CD,E"	5683708	5683755	5683731.5	8166	8213	"PpyrOR16"	"Photinus pyralis"	"Ppyr"	16	""	"2B"	"yes"	"no"
"104"	"NW_022170596"	"28"	"R"	"intron"	84017	84069	"."	"+"	"."	"PpyrOR16"	"Intron 5"	"LG5"	0	49173113	""	52	"A1,A2,A3,A4B,CD,E"	5684017	5684069	5684043	8475	8527	"PpyrOR16"	"Photinus pyralis"	"Ppyr"	16	""	"2B"	"yes"	"no"
"105"	"NW_022170819"	"114"	"Geneious"	"exon"	85989	86039	"."	"-"	"."	"PpyrOR17PSE"	"Exon E"	"LG8"	0	37158542	"PSE"	50	"A4B Fragment,CD,E"	22885989	22886039	22886014	615	665	"PpyrOR17PSE"	"Photinus pyralis"	"Ppyr"	17	"PSE"	"2B"	"yes"	"no"
"106"	"NW_022170819"	"114"	"Geneious"	"exon"	86105	86362	"."	"-"	"."	"PpyrOR17PSE"	"Exon CD"	"LG8"	0	37158542	"PSE"	257	"A4B Fragment,CD,E"	22886105	22886362	22886233.5	292	549	"PpyrOR17PSE"	"Photinus pyralis"	"Ppyr"	17	"PSE"	"2B"	"yes"	"no"
"107"	"NW_022170819"	"114"	"Geneious"	"exon"	86418	86654	"."	"-"	"."	"PpyrOR17PSE"	"Exon A4B Fragment"	"LG8"	0	37158542	"PSE"	236	"A4B Fragment,CD,E"	22886418	22886654	22886536	0	236	"PpyrOR17PSE"	"Photinus pyralis"	"Ppyr"	17	"PSE"	"2B"	"yes"	"no"
"108"	"NW_022170819"	"114"	"R"	"total"	85989	86654	"."	"-"	"."	"PpyrOR17PSE"	"Total length"	"LG8"	0	37158542	"PSE"	665	"A4B Fragment,CD,E"	22885989	22886654	22886321.5	0	665	"PpyrOR17PSE"	"Photinus pyralis"	"Ppyr"	17	"PSE"	"2B"	"yes"	"no"
"109"	"NW_022170819"	"114"	"R"	"intron"	86417	86363	"."	"-"	"."	"PpyrOR17PSE"	"Intron 1"	"LG8"	0	37158542	"PSE"	54	"A4B Fragment,CD,E"	22886417	22886363	22886390	291	237	"PpyrOR17PSE"	"Photinus pyralis"	"Ppyr"	17	"PSE"	"2B"	"yes"	"no"
"110"	"NW_022170819"	"114"	"R"	"intron"	86104	86040	"."	"-"	"."	"PpyrOR17PSE"	"Intron 2"	"LG8"	0	37158542	"PSE"	64	"A4B Fragment,CD,E"	22886104	22886040	22886072	614	550	"PpyrOR17PSE"	"Photinus pyralis"	"Ppyr"	17	"PSE"	"2B"	"yes"	"no"
"111"	"NW_022170819"	"114"	"Geneious"	"exon"	136795	137014	"."	"+"	"."	"PpyrOR18"	"Exon A1"	"LG8"	0	37158542	""	219	"A1,A2,A3,A4B,CD,E"	22936795	22937014	22936904.5	0	219	"PpyrOR18"	"Photinus pyralis"	"Ppyr"	18	""	"2B"	"yes"	"no"
"112"	"NW_022170819"	"114"	"Geneious"	"exon"	137062	137216	"."	"+"	"."	"PpyrOR18"	"Exon A2"	"LG8"	0	37158542	""	154	"A1,A2,A3,A4B,CD,E"	22937062	22937216	22937139	267	421	"PpyrOR18"	"Photinus pyralis"	"Ppyr"	18	""	"2B"	"yes"	"no"
"113"	"NW_022170819"	"114"	"Geneious"	"CDS"	139675	139992	"."	"+"	"."	"PpyrOR18"	"Exon A3"	"LG8"	0	37158542	""	317	"A1,A2,A3,A4B,CD,E"	22939675	22939992	22939833.5	2880	3197	"PpyrOR18"	"Photinus pyralis"	"Ppyr"	18	""	"2B"	"yes"	"no"
"114"	"NW_022170819"	"114"	"Geneious"	"CDS"	140036	140239	"."	"+"	"."	"PpyrOR18"	"Exon A4B"	"LG8"	0	37158542	""	203	"A1,A2,A3,A4B,CD,E"	22940036	22940239	22940137.5	3241	3444	"PpyrOR18"	"Photinus pyralis"	"Ppyr"	18	""	"2B"	"yes"	"no"
"115"	"NW_022170819"	"114"	"Geneious"	"CDS"	140286	140543	"."	"+"	"."	"PpyrOR18"	"Exon CD"	"LG8"	0	37158542	""	257	"A1,A2,A3,A4B,CD,E"	22940286	22940543	22940414.5	3491	3748	"PpyrOR18"	"Photinus pyralis"	"Ppyr"	18	""	"2B"	"yes"	"no"
"116"	"NW_022170819"	"114"	"Geneious"	"CDS"	140594	140647	"."	"+"	"."	"PpyrOR18"	"Exon E"	"LG8"	0	37158542	""	53	"A1,A2,A3,A4B,CD,E"	22940594	22940647	22940620.5	3799	3852	"PpyrOR18"	"Photinus pyralis"	"Ppyr"	18	""	"2B"	"yes"	"no"
"117"	"NW_022170819"	"114"	"R"	"total"	136795	140647	"."	"+"	"."	"PpyrOR18"	"Total length"	"LG8"	0	37158542	""	3852	"A1,A2,A3,A4B,CD,E"	22936795	22940647	22938721	0	3852	"PpyrOR18"	"Photinus pyralis"	"Ppyr"	18	""	"2B"	"yes"	"no"
"118"	"NW_022170819"	"114"	"R"	"intron"	137015	137061	"."	"+"	"."	"PpyrOR18"	"Intron 1"	"LG8"	0	37158542	""	46	"A1,A2,A3,A4B,CD,E"	22937015	22937061	22937038	220	266	"PpyrOR18"	"Photinus pyralis"	"Ppyr"	18	""	"2B"	"yes"	"no"
"119"	"NW_022170819"	"114"	"R"	"intron"	137217	139674	"."	"+"	"."	"PpyrOR18"	"Intron 2"	"LG8"	0	37158542	""	2457	"A1,A2,A3,A4B,CD,E"	22937217	22939674	22938445.5	422	2879	"PpyrOR18"	"Photinus pyralis"	"Ppyr"	18	""	"2B"	"yes"	"no"
"120"	"NW_022170819"	"114"	"R"	"intron"	139993	140035	"."	"+"	"."	"PpyrOR18"	"Intron 3"	"LG8"	0	37158542	""	42	"A1,A2,A3,A4B,CD,E"	22939993	22940035	22940014	3198	3240	"PpyrOR18"	"Photinus pyralis"	"Ppyr"	18	""	"2B"	"yes"	"no"
"121"	"NW_022170819"	"114"	"R"	"intron"	140240	140285	"."	"+"	"."	"PpyrOR18"	"Intron 4"	"LG8"	0	37158542	""	45	"A1,A2,A3,A4B,CD,E"	22940240	22940285	22940262.5	3445	3490	"PpyrOR18"	"Photinus pyralis"	"Ppyr"	18	""	"2B"	"yes"	"no"
"122"	"NW_022170819"	"114"	"R"	"intron"	140544	140593	"."	"+"	"."	"PpyrOR18"	"Intron 5"	"LG8"	0	37158542	""	49	"A1,A2,A3,A4B,CD,E"	22940544	22940593	22940568.5	3749	3798	"PpyrOR18"	"Photinus pyralis"	"Ppyr"	18	""	"2B"	"yes"	"no"
"123"	"NW_022170819"	"114"	"Geneious"	"exon"	143716	143935	"."	"+"	"."	"PpyrOR19"	"Exon A1"	"LG8"	0	37158542	""	219	"A1,A2,A3,A4B,CD,E"	22943716	22943935	22943825.5	0	219	"PpyrOR19"	"Photinus pyralis"	"Ppyr"	19	""	"2B"	"yes"	"no"
"124"	"NW_022170819"	"114"	"Geneious"	"exon"	143985	144139	"."	"+"	"."	"PpyrOR19"	"Exon A2"	"LG8"	0	37158542	""	154	"A1,A2,A3,A4B,CD,E"	22943985	22944139	22944062	269	423	"PpyrOR19"	"Photinus pyralis"	"Ppyr"	19	""	"2B"	"yes"	"no"
"125"	"NW_022170819"	"114"	"Geneious"	"exon"	147674	147991	"."	"+"	"."	"PpyrOR19"	"Exon A3"	"LG8"	0	37158542	""	317	"A1,A2,A3,A4B,CD,E"	22947674	22947991	22947832.5	3958	4275	"PpyrOR19"	"Photinus pyralis"	"Ppyr"	19	""	"2B"	"yes"	"no"
"126"	"NW_022170819"	"114"	"Geneious"	"exon"	148034	148237	"."	"+"	"."	"PpyrOR19"	"Exon A4B"	"LG8"	0	37158542	""	203	"A1,A2,A3,A4B,CD,E"	22948034	22948237	22948135.5	4318	4521	"PpyrOR19"	"Photinus pyralis"	"Ppyr"	19	""	"2B"	"yes"	"no"
"127"	"NW_022170819"	"114"	"Geneious"	"exon"	148284	148541	"."	"+"	"."	"PpyrOR19"	"Exon CD"	"LG8"	0	37158542	""	257	"A1,A2,A3,A4B,CD,E"	22948284	22948541	22948412.5	4568	4825	"PpyrOR19"	"Photinus pyralis"	"Ppyr"	19	""	"2B"	"yes"	"no"
"128"	"NW_022170819"	"114"	"Geneious"	"exon"	148590	148643	"."	"+"	"."	"PpyrOR19"	"Exon E"	"LG8"	0	37158542	""	53	"A1,A2,A3,A4B,CD,E"	22948590	22948643	22948616.5	4874	4927	"PpyrOR19"	"Photinus pyralis"	"Ppyr"	19	""	"2B"	"yes"	"no"
"129"	"NW_022170819"	"114"	"R"	"total"	143716	148643	"."	"+"	"."	"PpyrOR19"	"Total length"	"LG8"	0	37158542	""	4927	"A1,A2,A3,A4B,CD,E"	22943716	22948643	22946179.5	0	4927	"PpyrOR19"	"Photinus pyralis"	"Ppyr"	19	""	"2B"	"yes"	"no"
"130"	"NW_022170819"	"114"	"R"	"intron"	143936	143984	"."	"+"	"."	"PpyrOR19"	"Intron 1"	"LG8"	0	37158542	""	48	"A1,A2,A3,A4B,CD,E"	22943936	22943984	22943960	220	268	"PpyrOR19"	"Photinus pyralis"	"Ppyr"	19	""	"2B"	"yes"	"no"
"131"	"NW_022170819"	"114"	"R"	"intron"	144140	147673	"."	"+"	"."	"PpyrOR19"	"Intron 2"	"LG8"	0	37158542	""	3533	"A1,A2,A3,A4B,CD,E"	22944140	22947673	22945906.5	424	3957	"PpyrOR19"	"Photinus pyralis"	"Ppyr"	19	""	"2B"	"yes"	"no"
"132"	"NW_022170819"	"114"	"R"	"intron"	147992	148033	"."	"+"	"."	"PpyrOR19"	"Intron 3"	"LG8"	0	37158542	""	41	"A1,A2,A3,A4B,CD,E"	22947992	22948033	22948012.5	4276	4317	"PpyrOR19"	"Photinus pyralis"	"Ppyr"	19	""	"2B"	"yes"	"no"
"133"	"NW_022170819"	"114"	"R"	"intron"	148238	148283	"."	"+"	"."	"PpyrOR19"	"Intron 4"	"LG8"	0	37158542	""	45	"A1,A2,A3,A4B,CD,E"	22948238	22948283	22948260.5	4522	4567	"PpyrOR19"	"Photinus pyralis"	"Ppyr"	19	""	"2B"	"yes"	"no"
"134"	"NW_022170819"	"114"	"R"	"intron"	148542	148589	"."	"+"	"."	"PpyrOR19"	"Intron 5"	"LG8"	0	37158542	""	47	"A1,A2,A3,A4B,CD,E"	22948542	22948589	22948565.5	4826	4873	"PpyrOR19"	"Photinus pyralis"	"Ppyr"	19	""	"2B"	"yes"	"no"
"135"	"NW_022170249"	"178"	"Geneious"	"CDS"	72008	72690	"."	"+"	"."	"PpyrOR2"	"Exon A"	"LG1"	0	70905644	""	682	"A,B,C,D,E"	35672008	35672690	35672349	0	682	"PpyrOR2"	"Photinus pyralis"	"Ppyr"	2	""	"2A"	"yes"	"no"
"136"	"NW_022170249"	"178"	"Geneious"	"CDS"	72746	72845	"."	"+"	"."	"PpyrOR2"	"Exon B"	"LG1"	0	70905644	""	99	"A,B,C,D,E"	35672746	35672845	35672795.5	738	837	"PpyrOR2"	"Photinus pyralis"	"Ppyr"	2	""	"2A"	"yes"	"no"
"137"	"NW_022170249"	"178"	"Geneious"	"CDS"	76659	76763	"."	"+"	"."	"PpyrOR2"	"Exon C"	"LG1"	0	70905644	""	104	"A,B,C,D,E"	35676659	35676763	35676711	4651	4755	"PpyrOR2"	"Photinus pyralis"	"Ppyr"	2	""	"2A"	"yes"	"no"
"138"	"NW_022170249"	"178"	"Geneious"	"CDS"	76816	76971	"."	"+"	"."	"PpyrOR2"	"Exon D"	"LG1"	0	70905644	""	155	"A,B,C,D,E"	35676816	35676971	35676893.5	4808	4963	"PpyrOR2"	"Photinus pyralis"	"Ppyr"	2	""	"2A"	"yes"	"no"
"139"	"NW_022170249"	"178"	"Geneious"	"CDS"	77020	77085	"."	"+"	"."	"PpyrOR2"	"Exon E"	"LG1"	0	70905644	""	65	"A,B,C,D,E"	35677020	35677085	35677052.5	5012	5077	"PpyrOR2"	"Photinus pyralis"	"Ppyr"	2	""	"2A"	"yes"	"no"
"140"	"NW_022170249"	"178"	"R"	"total"	72008	77085	"."	"+"	"."	"PpyrOR2"	"Total length"	"LG1"	0	70905644	""	5077	"A,B,C,D,E"	35672008	35677085	35674546.5	0	5077	"PpyrOR2"	"Photinus pyralis"	"Ppyr"	2	""	"2A"	"yes"	"no"
"141"	"NW_022170249"	"178"	"R"	"intron"	72691	72745	"."	"+"	"."	"PpyrOR2"	"Intron 1"	"LG1"	0	70905644	""	54	"A,B,C,D,E"	35672691	35672745	35672718	683	737	"PpyrOR2"	"Photinus pyralis"	"Ppyr"	2	""	"2A"	"yes"	"no"
"142"	"NW_022170249"	"178"	"R"	"intron"	72846	76658	"."	"+"	"."	"PpyrOR2"	"Intron 2"	"LG1"	0	70905644	""	3812	"A,B,C,D,E"	35672846	35676658	35674752	838	4650	"PpyrOR2"	"Photinus pyralis"	"Ppyr"	2	""	"2A"	"yes"	"no"
"143"	"NW_022170249"	"178"	"R"	"intron"	76764	76815	"."	"+"	"."	"PpyrOR2"	"Intron 3"	"LG1"	0	70905644	""	51	"A,B,C,D,E"	35676764	35676815	35676789.5	4756	4807	"PpyrOR2"	"Photinus pyralis"	"Ppyr"	2	""	"2A"	"yes"	"no"
"144"	"NW_022170249"	"178"	"R"	"intron"	76972	77019	"."	"+"	"."	"PpyrOR2"	"Intron 4"	"LG1"	0	70905644	""	47	"A,B,C,D,E"	35676972	35677019	35676995.5	4964	5011	"PpyrOR2"	"Photinus pyralis"	"Ppyr"	2	""	"2A"	"yes"	"no"
"145"	"NW_022170819"	"45"	"Geneious"	"exon"	126002	126052	"."	"-"	"."	"PpyrOR20"	"Exon E"	"LG8"	0	37158542	""	50	"A1,A2,A3,A4B,CD,E"	9126002	9126052	9126027	5193	5243	"PpyrOR20"	"Photinus pyralis"	"Ppyr"	20	""	"2B"	"yes"	"no"
"146"	"NW_022170819"	"45"	"Geneious"	"exon"	126103	126360	"."	"-"	"."	"PpyrOR20"	"Exon CD"	"LG8"	0	37158542	""	257	"A1,A2,A3,A4B,CD,E"	9126103	9126360	9126231.5	4885	5142	"PpyrOR20"	"Photinus pyralis"	"Ppyr"	20	""	"2B"	"yes"	"no"
"147"	"NW_022170819"	"45"	"Geneious"	"exon"	126414	126650	"."	"-"	"."	"PpyrOR20"	"Exon A4B"	"LG8"	0	37158542	""	236	"A1,A2,A3,A4B,CD,E"	9126414	9126650	9126532	4595	4831	"PpyrOR20"	"Photinus pyralis"	"Ppyr"	20	""	"2B"	"yes"	"no"
"148"	"NW_022170819"	"45"	"Geneious"	"exon"	127856	128170	"."	"-"	"."	"PpyrOR20"	"Exon A3"	"LG8"	0	37158542	""	314	"A1,A2,A3,A4B,CD,E"	9127856	9128170	9128013	3075	3389	"PpyrOR20"	"Photinus pyralis"	"Ppyr"	20	""	"2B"	"yes"	"no"
"149"	"NW_022170819"	"45"	"Geneious"	"exon"	129228	129382	"."	"-"	"."	"PpyrOR20"	"Exon A2"	"LG8"	0	37158542	""	154	"A1,A2,A3,A4B,CD,E"	9129228	9129382	9129305	1863	2017	"PpyrOR20"	"Photinus pyralis"	"Ppyr"	20	""	"2B"	"yes"	"no"
"150"	"NW_022170819"	"45"	"Geneious"	"exon"	131011	131245	"."	"-"	"."	"PpyrOR20"	"Exon A1"	"LG8"	0	37158542	""	234	"A1,A2,A3,A4B,CD,E"	9131011	9131245	9131128	0	234	"PpyrOR20"	"Photinus pyralis"	"Ppyr"	20	""	"2B"	"yes"	"no"
"151"	"NW_022170819"	"45"	"R"	"total"	126002	131245	"."	"-"	"."	"PpyrOR20"	"Total length"	"LG8"	0	37158542	""	5243	"A1,A2,A3,A4B,CD,E"	9126002	9131245	9128623.5	0	5243	"PpyrOR20"	"Photinus pyralis"	"Ppyr"	20	""	"2B"	"yes"	"no"
"152"	"NW_022170819"	"45"	"R"	"intron"	131010	129383	"."	"-"	"."	"PpyrOR20"	"Intron 1"	"LG8"	0	37158542	""	1627	"A1,A2,A3,A4B,CD,E"	9131010	9129383	9130196.5	1862	235	"PpyrOR20"	"Photinus pyralis"	"Ppyr"	20	""	"2B"	"yes"	"no"
"153"	"NW_022170819"	"45"	"R"	"intron"	129227	128171	"."	"-"	"."	"PpyrOR20"	"Intron 2"	"LG8"	0	37158542	""	1056	"A1,A2,A3,A4B,CD,E"	9129227	9128171	9128699	3074	2018	"PpyrOR20"	"Photinus pyralis"	"Ppyr"	20	""	"2B"	"yes"	"no"
"154"	"NW_022170819"	"45"	"R"	"intron"	127855	126651	"."	"-"	"."	"PpyrOR20"	"Intron 3"	"LG8"	0	37158542	""	1204	"A1,A2,A3,A4B,CD,E"	9127855	9126651	9127253	4594	3390	"PpyrOR20"	"Photinus pyralis"	"Ppyr"	20	""	"2B"	"yes"	"no"
"155"	"NW_022170819"	"45"	"R"	"intron"	126413	126361	"."	"-"	"."	"PpyrOR20"	"Intron 4"	"LG8"	0	37158542	""	52	"A1,A2,A3,A4B,CD,E"	9126413	9126361	9126387	4884	4832	"PpyrOR20"	"Photinus pyralis"	"Ppyr"	20	""	"2B"	"yes"	"no"
"156"	"NW_022170819"	"45"	"R"	"intron"	126102	126053	"."	"-"	"."	"PpyrOR20"	"Intron 5"	"LG8"	0	37158542	""	49	"A1,A2,A3,A4B,CD,E"	9126102	9126053	9126077.5	5192	5143	"PpyrOR20"	"Photinus pyralis"	"Ppyr"	20	""	"2B"	"yes"	"no"
"157"	"NW_022170819"	"45"	"Geneious"	"CDS"	133272	133322	"."	"-"	"."	"PpyrOR21"	"Exon E"	"LG8"	0	37158542	""	50	"A1,A2,A3,A4B,CD,E"	9133272	9133322	9133297	13460	13510	"PpyrOR21"	"Photinus pyralis"	"Ppyr"	21	""	"2B"	"yes"	"no"
"158"	"NW_022170819"	"45"	"Geneious"	"CDS"	133373	133630	"."	"-"	"."	"PpyrOR21"	"Exon CD"	"LG8"	0	37158542	""	257	"A1,A2,A3,A4B,CD,E"	9133373	9133630	9133501.5	13152	13409	"PpyrOR21"	"Photinus pyralis"	"Ppyr"	21	""	"2B"	"yes"	"no"
"159"	"NW_022170819"	"45"	"Geneious"	"CDS"	133684	133920	"."	"-"	"."	"PpyrOR21"	"Exon A4B"	"LG8"	0	37158542	""	236	"A1,A2,A3,A4B,CD,E"	9133684	9133920	9133802	12862	13098	"PpyrOR21"	"Photinus pyralis"	"Ppyr"	21	""	"2B"	"yes"	"no"
"160"	"NW_022170819"	"45"	"Geneious"	"CDS"	137370	137684	"."	"-"	"."	"PpyrOR21"	"Exon A3"	"LG8"	0	37158542	""	314	"A1,A2,A3,A4B,CD,E"	9137370	9137684	9137527	9098	9412	"PpyrOR21"	"Photinus pyralis"	"Ppyr"	21	""	"2B"	"yes"	"no"
"161"	"NW_022170819"	"45"	"Geneious"	"exon"	145437	145591	"."	"-"	"."	"PpyrOR21"	"Exon A2"	"LG8"	0	37158542	""	154	"A1,A2,A3,A4B,CD,E"	9145437	9145591	9145514	1191	1345	"PpyrOR21"	"Photinus pyralis"	"Ppyr"	21	""	"2B"	"yes"	"no"
"162"	"NW_022170819"	"45"	"Geneious"	"exon"	146548	146782	"."	"-"	"."	"PpyrOR21"	"Exon A1"	"LG8"	0	37158542	""	234	"A1,A2,A3,A4B,CD,E"	9146548	9146782	9146665	0	234	"PpyrOR21"	"Photinus pyralis"	"Ppyr"	21	""	"2B"	"yes"	"no"
"163"	"NW_022170819"	"45"	"R"	"total"	133272	146782	"."	"-"	"."	"PpyrOR21"	"Total length"	"LG8"	0	37158542	""	13510	"A1,A2,A3,A4B,CD,E"	9133272	9146782	9140027	0	13510	"PpyrOR21"	"Photinus pyralis"	"Ppyr"	21	""	"2B"	"yes"	"no"
"164"	"NW_022170819"	"45"	"R"	"intron"	146547	145592	"."	"-"	"."	"PpyrOR21"	"Intron 1"	"LG8"	0	37158542	""	955	"A1,A2,A3,A4B,CD,E"	9146547	9145592	9146069.5	1190	235	"PpyrOR21"	"Photinus pyralis"	"Ppyr"	21	""	"2B"	"yes"	"no"
"165"	"NW_022170819"	"45"	"R"	"intron"	145436	137685	"."	"-"	"."	"PpyrOR21"	"Intron 2"	"LG8"	0	37158542	""	7751	"A1,A2,A3,A4B,CD,E"	9145436	9137685	9141560.5	9097	1346	"PpyrOR21"	"Photinus pyralis"	"Ppyr"	21	""	"2B"	"yes"	"no"
"166"	"NW_022170819"	"45"	"R"	"intron"	137369	133921	"."	"-"	"."	"PpyrOR21"	"Intron 3"	"LG8"	0	37158542	""	3448	"A1,A2,A3,A4B,CD,E"	9137369	9133921	9135645	12861	9413	"PpyrOR21"	"Photinus pyralis"	"Ppyr"	21	""	"2B"	"yes"	"no"
